snappath,dataset,para,job,centerx,centery,xlow,xup,ylow,yup
./snap77/lic_snap77.06.05.bmp,77,06,05,41,547,36,46,497,597
./snap77/lic_snap77.60.04.bmp,77,60,04,39,539,34,44,489,589
./snap77/lic_snap77.62.04.bmp,77,62,04,39,539,34,44,489,589
./snap77/lic_snap77.62.04.bmp,77,62,04,93,543,88,98,493,593
./snap77/lic_snap77.04.05.bmp,77,04,05,38,543,33,43,493,593
./snap77/lic_snap77.30.05.bmp,77,30,05,41,545,36,46,495,595
./snap77/lic_snap77.30.05.bmp,77,30,05,93,539,88,98,489,589
./snap77/lic_snap77.31.05.bmp,77,31,05,120,554,115,125,504,604
./snap77/lic_snap77.31.05.bmp,77,31,05,92,548,87,97,498,598
./snap77/lic_snap77.31.05.bmp,77,31,05,40,550,35,45,500,600
./snap77/lic_snap77.32.05.bmp,77,32,05,40,550,35,45,500,600
./snap77/lic_snap77.32.05.bmp,77,32,05,63,548,58,68,498,598
./snap77/lic_snap77.32.05.bmp,77,32,05,93,547,88,98,497,597
./snap77/lic_snap77.32.05.bmp,77,32,05,122,561,117,127,511,611
./snap77/lic_snap77.32.05.bmp,77,32,05,157,539,152,162,489,589
./snap77/lic_snap77.31.05.bmp,77,31,05,39,556,34,44,506,606
./snap77/lic_snap77.32.05.bmp,77,32,05,63,539,58,68,489,589
./snap77/lic_snap77.32.05.bmp,77,32,05,92,542,87,97,492,592
./snap77/lic_snap77.32.05.bmp,77,32,05,120,555,115,125,505,605
./snap77/lic_snap77.32.05.bmp,77,32,05,157,542,152,162,492,592
./snap77/lic_snap77.33.05.bmp,77,33,05,39,544,34,44,494,594
./snap77/lic_snap77.33.05.bmp,77,33,05,66,539,61,71,489,589
./snap77/lic_snap77.34.05.bmp,77,34,05,37,548,32,42,498,598
./snap77/lic_snap77.34.05.bmp,77,34,05,122,549,117,127,499,599
./snap77/lic_snap77.34.05.bmp,77,34,05,190,544,185,195,494,594
./snap77/lic_snap77.35.05.bmp,77,35,05,41,548,36,46,498,598
./snap77/lic_snap77.35.05.bmp,77,35,05,70,544,65,75,494,594
./snap77/lic_snap77.35.05.bmp,77,35,05,95,546,90,100,496,596
./snap77/lic_snap77.37.05.bmp,77,37,05,39,553,34,44,503,603
./snap77/lic_snap77.37.05.bmp,77,37,05,94,542,89,99,492,592
./snap77/lic_snap77.39.05.bmp,77,39,05,10,544,5,15,494,594
./snap77/lic_snap77.39.05.bmp,77,39,05,38,549,33,43,499,599
