,path,is_reconnecting1,is_reconnecting2
0,imgout/77AVSsplit2/6/6_img00_00200.jpg,1,1
1,imgout/77AVSsplit2/6/6_img00_00201.jpg,1,1
2,imgout/77AVSsplit2/6/6_img00_00202.jpg,1,1
3,imgout/77AVSsplit2/6/6_img00_00203.jpg,1,1
4,imgout/77AVSsplit2/6/6_img00_00204.jpg,1,1
5,imgout/77AVSsplit2/6/6_img00_00205.jpg,1,1
6,imgout/77AVSsplit2/6/6_img00_00206.jpg,1,1
7,imgout/77AVSsplit2/6/6_img00_00207.jpg,1,1
8,imgout/77AVSsplit2/6/6_img00_00208.jpg,1,1
9,imgout/77AVSsplit2/6/6_img00_00209.jpg,1,1
10,imgout/77AVSsplit2/6/6_img00_00210.jpg,1,1
11,imgout/77AVSsplit2/6/6_img00_00211.jpg,1,1
12,imgout/77AVSsplit2/6/6_img00_00212.jpg,1,1
13,imgout/77AVSsplit2/6/6_img00_00213.jpg,1,1
14,imgout/77AVSsplit2/6/6_img00_00214.jpg,1,1
15,imgout/77AVSsplit2/6/6_img00_00215.jpg,1,1
16,imgout/77AVSsplit2/6/6_img00_00216.jpg,1,1
17,imgout/77AVSsplit2/6/6_img00_00217.jpg,1,1
18,imgout/77AVSsplit2/6/6_img00_00218.jpg,1,1
19,imgout/77AVSsplit2/6/6_img00_00219.jpg,1,1
20,imgout/77AVSsplit2/6/6_img00_00220.jpg,1,1
21,imgout/77AVSsplit2/6/6_img00_00221.jpg,1,1
22,imgout/77AVSsplit2/6/6_img00_00222.jpg,1,1
23,imgout/77AVSsplit2/6/6_img00_00223.jpg,1,1
24,imgout/77AVSsplit2/6/6_img00_00224.jpg,1,1
25,imgout/77AVSsplit2/6/6_img00_00225.jpg,1,1
26,imgout/77AVSsplit2/6/6_img00_00226.jpg,1,1
27,imgout/77AVSsplit2/6/6_img00_00227.jpg,1,1
28,imgout/77AVSsplit2/6/6_img00_00228.jpg,1,1
29,imgout/77AVSsplit2/6/6_img00_00229.jpg,1,1
30,imgout/77AVSsplit2/6/6_img00_00230.jpg,1,1
31,imgout/77AVSsplit2/6/6_img00_00231.jpg,1,1
32,imgout/77AVSsplit2/6/6_img00_00232.jpg,1,1
33,imgout/77AVSsplit2/6/6_img00_00233.jpg,1,1
34,imgout/77AVSsplit2/6/6_img00_00234.jpg,1,1
35,imgout/77AVSsplit2/6/6_img00_00235.jpg,1,1
36,imgout/77AVSsplit2/6/6_img00_00236.jpg,1,1
37,imgout/77AVSsplit2/6/6_img00_00237.jpg,1,1
38,imgout/77AVSsplit2/6/6_img00_00238.jpg,1,1
39,imgout/77AVSsplit2/6/6_img00_00239.jpg,1,1
40,imgout/77AVSsplit2/6/6_img00_00240.jpg,1,1
41,imgout/77AVSsplit2/6/6_img00_00241.jpg,1,1
42,imgout/77AVSsplit2/6/6_img00_00242.jpg,1,1
43,imgout/77AVSsplit2/6/6_img00_00243.jpg,1,1
44,imgout/77AVSsplit2/6/6_img00_00244.jpg,1,1
45,imgout/77AVSsplit2/6/6_img00_00245.jpg,1,1
46,imgout/77AVSsplit2/6/6_img00_00246.jpg,1,1
47,imgout/77AVSsplit2/6/6_img00_00247.jpg,1,1
48,imgout/77AVSsplit2/6/6_img00_00248.jpg,1,1
49,imgout/77AVSsplit2/6/6_img00_00249.jpg,1,1
50,imgout/77AVSsplit2/6/6_img00_00250.jpg,1,1
51,imgout/77AVSsplit2/6/6_img00_00251.jpg,1,1
52,imgout/77AVSsplit2/6/6_img00_00252.jpg,1,1
53,imgout/77AVSsplit2/6/6_img00_00253.jpg,1,1
54,imgout/77AVSsplit2/6/6_img00_00254.jpg,1,1
55,imgout/77AVSsplit2/6/6_img00_00255.jpg,1,1
56,imgout/77AVSsplit2/6/6_img00_00256.jpg,1,1
57,imgout/77AVSsplit2/6/6_img00_00257.jpg,1,1
58,imgout/77AVSsplit2/6/6_img00_00258.jpg,1,1
59,imgout/77AVSsplit2/6/6_img00_00259.jpg,1,1
60,imgout/77AVSsplit2/6/6_img00_00260.jpg,1,1
61,imgout/77AVSsplit2/6/6_img00_00261.jpg,1,1
62,imgout/77AVSsplit2/6/6_img00_00262.jpg,1,1
63,imgout/77AVSsplit2/6/6_img00_00263.jpg,1,1
64,imgout/77AVSsplit2/6/6_img00_00264.jpg,1,1
